"species","region","occ","model","value","metric","time"
"nsw26","NSW","10","Regression","0.669629141979373","AUC","0.81899999999996"
"nsw26","NSW","10","Regression","0.0351416774021482","COR","0.81899999999996"
"nsw26","NSW","10","Equal-sample","0.728220320386219","AUC","0.346000000000004"
"nsw26","NSW","10","Equal-sample","0.0659582728766333","COR","0.346000000000004"
"nsw26","NSW","10","Default","0.664801404432741","AUC","0.33400000000006"
"nsw26","NSW","10","Default","0.0374233667165146","COR","0.33400000000006"
"nsw26","NSW","10","Down-sample","0.716205837173579","AUC","0.0740000000000691"
"nsw26","NSW","10","Down-sample","0.0600525487210311","COR","0.0740000000000691"
"nsw26","NSW","10","Weighted","0.743361860873381","AUC","0.404999999999973"
"nsw26","NSW","10","Weighted","0.0206861631031682","COR","0.404999999999973"
"nsw26","NSW","10","ranger","0.789444810182137","AUC","0.0830000000000837"
"nsw26","NSW","10","ranger","0.0777622219376419","COR","0.0830000000000837"
"nsw26","NSW","10","ranger-tuned","0.751920122887864","AUC","2.346"
"nsw26","NSW","10","ranger-tuned","0.0647285729896901","COR","2.346"
