"species","region","occ","model","value","metric","time"
"nsw21","NSW","37","Regression","0.863422486379396","AUC","1.279"
"nsw21","NSW","37","Regression","0.24478583875895","COR","1.279"
"nsw21","NSW","37","Equal-sample","0.926130333262577","AUC","1.12599999999998"
"nsw21","NSW","37","Equal-sample","0.249740127692511","COR","1.12599999999998"
"nsw21","NSW","37","Default","0.862281539658954","AUC","0.55399999999986"
"nsw21","NSW","37","Default","0.244324803295293","COR","0.55399999999986"
"nsw21","NSW","37","Down-sample","0.90634065661926","AUC","0.179000000000087"
"nsw21","NSW","37","Down-sample","0.250922329962197","COR","0.179000000000087"
"nsw21","NSW","37","Weighted","0.878617420222175","AUC","0.879999999999882"
"nsw21","NSW","37","Weighted","0.275713711506323","COR","0.879999999999882"
"nsw21","NSW","37","ranger","0.902214674874407","AUC","0.0750000000000455"
"nsw21","NSW","37","ranger","0.224961950600157","COR","0.0750000000000455"
"nsw21","NSW","37","ranger-tuned","0.902250053067289","AUC","2.15100000000007"
"nsw21","NSW","37","ranger-tuned","0.246920216390588","COR","2.15100000000007"
