"species","region","occ","model","value","metric","time"
"swi21","SWI","426","Regression","0.761063119317564","AUC","86.3459999999995"
"swi21","SWI","426","Regression","0.155277771524","COR","86.3459999999995"
"swi21","SWI","426","Equal-sample","0.780699546137756","AUC","7.42499999999927"
"swi21","SWI","426","Equal-sample","0.151175765817896","COR","7.42499999999927"
"swi21","SWI","426","Default","0.761759509580719","AUC","10.1760000000004"
"swi21","SWI","426","Default","0.15683017247188","COR","10.1760000000004"
"swi21","SWI","426","Down-sample","0.782419087386678","AUC","2.02899999999954"
"swi21","SWI","426","Down-sample","0.161617252322059","COR","2.02899999999954"
"swi21","SWI","426","Weighted","0.748657613137162","AUC","12.8910000000005"
"swi21","SWI","426","Weighted","0.152750938748993","COR","12.8910000000005"
"swi21","SWI","426","ranger","0.771648296922165","AUC","1.98599999999988"
"swi21","SWI","426","ranger","0.137481131761797","COR","1.98599999999988"
"swi21","SWI","426","ranger-tuned","0.778708426367745","AUC","27.433"
"swi21","SWI","426","ranger-tuned","0.157520612559379","COR","27.433"
