"species","region","occ","model","value","metric","time"
"sa21","SA","27","Regression","0.760929717764246","AUC","1.65599999999995"
"sa21","SA","27","Regression","0.423469665048832","COR","1.65599999999995"
"sa21","SA","27","Equal-sample","0.799667957941337","AUC","0.29300000000012"
"sa21","SA","27","Equal-sample","0.331367126833413","COR","0.29300000000012"
"sa21","SA","27","Default","0.745987825124512","AUC","0.527000000000044"
"sa21","SA","27","Default","0.423935641865268","COR","0.527000000000044"
"sa21","SA","27","Down-sample","0.785002767017151","AUC","0.103000000000065"
"sa21","SA","27","Down-sample","0.359469542809595","COR","0.103000000000065"
"sa21","SA","27","Weighted","0.834532374100717","AUC","0.740000000000236"
"sa21","SA","27","Weighted","0.423540041777153","COR","0.740000000000236"
"sa21","SA","27","ranger","0.758716104039842","AUC","0.1550000000002"
"sa21","SA","27","ranger","0.280234244326258","COR","0.1550000000002"
"sa21","SA","27","ranger-tuned","0.771444382955173","AUC","3.27700000000004"
"sa21","SA","27","ranger-tuned","0.333195712318375","COR","3.27700000000004"
