"species","region","occ","model","value","metric","time"
"can04","CAN","42","Regression","0.651524941941245","AUC","6.13899999999995"
"can04","CAN","42","Regression","0.111743342116209","COR","6.13899999999995"
"can04","CAN","42","Equal-sample","0.693310508046473","AUC","0.5"
"can04","CAN","42","Equal-sample","0.160460058918515","COR","0.5"
"can04","CAN","42","Default","0.648244215464736","AUC","1.35500000000002"
"can04","CAN","42","Default","0.112658707939213","COR","1.35500000000002"
"can04","CAN","42","Down-sample","0.687319961890646","AUC","0.255999999999972"
"can04","CAN","42","Down-sample","0.158560812767127","COR","0.255999999999972"
"can04","CAN","42","Weighted","0.624399351179038","AUC","1.625"
"can04","CAN","42","Weighted","0.0904090295275365","COR","1.625"
"can04","CAN","42","ranger","0.758295223447437","AUC","0.367999999999995"
"can04","CAN","42","ranger","0.192426747021015","COR","0.367999999999995"
"can04","CAN","42","ranger-tuned","0.756503081141833","AUC","7.77600000000001"
"can04","CAN","42","ranger-tuned","0.191546542662423","COR","7.77600000000001"
