"species","region","occ","model","value","metric","time"
"sa11","SA","35","Regression","0.699652777777782","AUC","2.06899999999996"
"sa11","SA","35","Regression","0.0727913235411493","COR","2.06899999999996"
"sa11","SA","35","Equal-sample","0.738715277777784","AUC","0.371999999999844"
"sa11","SA","35","Equal-sample","0.201242996141169","COR","0.371999999999844"
"sa11","SA","35","Default","0.736545138888891","AUC","0.682999999999993"
"sa11","SA","35","Default","0.0651301974745559","COR","0.682999999999993"
"sa11","SA","35","Down-sample","0.734809027777783","AUC","0.11200000000008"
"sa11","SA","35","Down-sample","0.206316151291651","COR","0.11200000000008"
"sa11","SA","35","Weighted","0.742621527777777","AUC","0.744000000000142"
"sa11","SA","35","Weighted","0.113896071221184","COR","0.744000000000142"
"sa11","SA","35","ranger","0.682291666666669","AUC","0.133000000000266"
"sa11","SA","35","ranger","0.140295479480436","COR","0.133000000000266"
"sa11","SA","35","ranger-tuned","0.741319444444448","AUC","3.57300000000032"
"sa11","SA","35","ranger-tuned","0.180352965442423","COR","3.57300000000032"
