"species","region","occ","model","value","metric","time"
"sa28","SA","43","Regression","0.783098591549296","AUC","1.60699999999997"
"sa28","SA","43","Regression","0.300134907246047","COR","1.60699999999997"
"sa28","SA","43","Equal-sample","0.738028169014084","AUC","0.479000000000269"
"sa28","SA","43","Equal-sample","0.242688538038535","COR","0.479000000000269"
"sa28","SA","43","Default","0.784507042253523","AUC","0.563000000000102"
"sa28","SA","43","Default","0.307127316831704","COR","0.563000000000102"
"sa28","SA","43","Down-sample","0.747887323943662","AUC","0.134999999999764"
"sa28","SA","43","Down-sample","0.272206151263801","COR","0.134999999999764"
"sa28","SA","43","Weighted","0.752112676056337","AUC","0.851999999999862"
"sa28","SA","43","Weighted","0.324938742841985","COR","0.851999999999862"
"sa28","SA","43","ranger","0.684507042253517","AUC","0.135000000000218"
"sa28","SA","43","ranger","0.143497552218627","COR","0.135000000000218"
"sa28","SA","43","ranger-tuned","0.684154929577461","AUC","3.53900000000021"
"sa28","SA","43","ranger-tuned","0.144801255852294","COR","3.53900000000021"
