"species","region","occ","model","value","metric","time"
"can16","CAN","57","Regression","0.700950144075586","AUC","4.88"
"can16","CAN","57","Regression","0.0980998567992337","COR","4.88"
"can16","CAN","57","Equal-sample","0.809756958473365","AUC","0.606999999999971"
"can16","CAN","57","Equal-sample","0.159801316823992","COR","0.606999999999971"
"can16","CAN","57","Default","0.685698777688477","AUC","1.31799999999998"
"can16","CAN","57","Default","0.0858539327131138","COR","1.31799999999998"
"can16","CAN","57","Down-sample","0.810633177787938","AUC","0.264999999999986"
"can16","CAN","57","Down-sample","0.164947207365761","COR","0.264999999999986"
"can16","CAN","57","Weighted","0.687311691656074","AUC","1.54700000000003"
"can16","CAN","57","Weighted","0.0792077155675005","COR","1.54700000000003"
"can16","CAN","57","ranger","0.838921719671963","AUC","0.377999999999929"
"can16","CAN","57","ranger","0.193020041009728","COR","0.377999999999929"
"can16","CAN","57","ranger-tuned","0.844198682230075","AUC","8.17500000000007"
"can16","CAN","57","ranger-tuned","0.18933117962556","COR","8.17500000000007"
