"species","region","occ","model","value","metric","time"
"can01","CAN","16","Regression","0.878169614028499","AUC","4.31500000000003"
"can01","CAN","16","Regression","0.136994805646613","COR","4.31500000000003"
"can01","CAN","16","Equal-sample","0.937596220019811","AUC","0.16500000000002"
"can01","CAN","16","Equal-sample","0.238559929626347","COR","0.16500000000002"
"can01","CAN","16","Default","0.852993848588681","AUC","1.053"
"can01","CAN","16","Default","0.125882346565279","COR","1.053"
"can01","CAN","16","Down-sample","0.934152157238444","AUC","0.168999999999983"
"can01","CAN","16","Down-sample","0.242662047130572","COR","0.168999999999983"
"can01","CAN","16","Weighted","0.7694824507418","AUC","1.471"
"can01","CAN","16","Weighted","0.0562881650543863","COR","1.471"
"can01","CAN","16","ranger","0.93764093826457","AUC","0.27800000000002"
"can01","CAN","16","ranger","0.235307310863821","COR","0.27800000000002"
"can01","CAN","16","ranger-tuned","0.93309786777346","AUC","6.464"
"can01","CAN","16","ranger-tuned","0.212217605647473","COR","6.464"
