"species","region","occ","model","value","metric","time"
"awt16","AWT","144","Regression","0.687896286231882","AUC","1.16200000000001"
"awt16","AWT","144","Regression","0.27921338154992","COR","1.16200000000001"
"awt16","AWT","144","Equal-sample","0.678526947463769","AUC","1.94199999999998"
"awt16","AWT","144","Equal-sample","0.246806439913682","COR","1.94199999999998"
"awt16","AWT","144","Default","0.688490715579709","AUC","0.715000000000003"
"awt16","AWT","144","Default","0.279297413764923","COR","0.715000000000003"
"awt16","AWT","144","Down-sample","0.688320878623187","AUC","0.274000000000001"
"awt16","AWT","144","Down-sample","0.260567869008421","COR","0.274000000000001"
"awt16","AWT","144","Weighted","0.675441576086957","AUC","0.593000000000018"
"awt16","AWT","144","Weighted","0.221796908303326","COR","0.593000000000018"
"awt16","AWT","144","ranger","0.688660552536233","AUC","0.0809999999999889"
"awt16","AWT","144","ranger","0.221293741667825","COR","0.0809999999999889"
"awt16","AWT","144","ranger-tuned","0.688264266304349","AUC","2.74000000000001"
"awt16","AWT","144","ranger-tuned","0.222464339422661","COR","2.74000000000001"
