"species","region","occ","model","value","metric","time"
"sa30","SA","88","Regression","0.709359605911331","AUC","2.03999999999996"
"sa30","SA","88","Regression","0.0960235659054034","COR","2.03999999999996"
"sa30","SA","88","Equal-sample","0.763546798029557","AUC","1.06100000000015"
"sa30","SA","88","Equal-sample","0.187321917598071","COR","1.06100000000015"
"sa30","SA","88","Default","0.714778325123153","AUC","0.913000000000011"
"sa30","SA","88","Default","0.0814962032670679","COR","0.913000000000011"
"sa30","SA","88","Down-sample","0.721182266009852","AUC","0.208999999999833"
"sa30","SA","88","Down-sample","0.156826644095018","COR","0.208999999999833"
"sa30","SA","88","Weighted","0.721674876847291","AUC","0.800999999999931"
"sa30","SA","88","Weighted","0.0438350708852664","COR","0.800999999999931"
"sa30","SA","88","ranger","0.734975369458128","AUC","0.158000000000357"
"sa30","SA","88","ranger","0.171699169196623","COR","0.158000000000357"
"sa30","SA","88","ranger-tuned","0.744827586206897","AUC","3.73599999999988"
"sa30","SA","88","ranger-tuned","0.186167487014971","COR","3.73599999999988"
