"species","region","occ","model","value","metric","time"
"swi13","SWI","3357","Regression","0.806954663202068","AUC","201.659"
"swi13","SWI","3357","Regression","0.502724427442373","COR","201.659"
"swi13","SWI","3357","Equal-sample","0.817453264836303","AUC","87.4500000000007"
"swi13","SWI","3357","Equal-sample","0.497710635270771","COR","87.4500000000007"
"swi13","SWI","3357","Default","0.807003514506253","AUC","20.3419999999996"
"swi13","SWI","3357","Default","0.503150198890908","COR","20.3419999999996"
"swi13","SWI","3357","Down-sample","0.814464747523058","AUC","11.9990000000007"
"swi13","SWI","3357","Down-sample","0.501955648446109","COR","11.9990000000007"
"swi13","SWI","3357","Weighted","0.807536764821583","AUC","22.2960000000003"
"swi13","SWI","3357","Weighted","0.504541580390167","COR","22.2960000000003"
"swi13","SWI","3357","ranger","0.760606105976902","AUC","1.24699999999939"
"swi13","SWI","3357","ranger","0.379286220695065","COR","1.24699999999939"
"swi13","SWI","3357","ranger-tuned","0.79175059963684","AUC","32.6059999999998"
"swi13","SWI","3357","ranger-tuned","0.449176211909966","COR","32.6059999999998"
