"species","region","occ","model","value","metric","time"
"swi29","SWI","154","Regression","0.732885604761453","AUC","56.1999999999989"
"swi29","SWI","154","Regression","0.138302458912174","COR","56.1999999999989"
"swi29","SWI","154","Equal-sample","0.698597296479373","AUC","2.39400000000023"
"swi29","SWI","154","Equal-sample","0.0757656117326889","COR","2.39400000000023"
"swi29","SWI","154","Default","0.703525168970062","AUC","8.79700000000048"
"swi29","SWI","154","Default","0.127885550794716","COR","8.79700000000048"
"swi29","SWI","154","Down-sample","0.698294663573105","AUC","1.26200000000063"
"swi29","SWI","154","Down-sample","0.07946877110193","COR","1.26200000000063"
"swi29","SWI","154","Weighted","0.6238136790073","AUC","11.7180000000008"
"swi29","SWI","154","Weighted","0.0772369291109773","COR","11.7180000000008"
"swi29","SWI","154","ranger","0.712735801472807","AUC","1.35299999999916"
"swi29","SWI","154","ranger","0.0962859367352875","COR","1.35299999999916"
"swi29","SWI","154","ranger-tuned","0.702962776152517","AUC","23.9969999999994"
"swi29","SWI","154","ranger-tuned","0.112147216050809","COR","23.9969999999994"
