"species","region","occ","model","value","metric","time"
"sa14","SA","81","Regression","0.827586206896551","AUC","1.60400000000027"
"sa14","SA","81","Regression","0.31501090162864","COR","1.60400000000027"
"sa14","SA","81","Equal-sample","0.825615763546798","AUC","0.913000000000011"
"sa14","SA","81","Equal-sample","0.252767569304516","COR","0.913000000000011"
"sa14","SA","81","Default","0.824137931034482","AUC","0.621999999999844"
"sa14","SA","81","Default","0.325663812844007","COR","0.621999999999844"
"sa14","SA","81","Down-sample","0.820689655172414","AUC","0.199999999999818"
"sa14","SA","81","Down-sample","0.260041428893328","COR","0.199999999999818"
"sa14","SA","81","Weighted","0.832512315270936","AUC","0.721999999999753"
"sa14","SA","81","Weighted","0.285033362587725","COR","0.721999999999753"
"sa14","SA","81","ranger","0.812807881773399","AUC","0.128999999999905"
"sa14","SA","81","ranger","0.238287891662406","COR","0.128999999999905"
"sa14","SA","81","ranger-tuned","0.814778325123153","AUC","4.03099999999995"
"sa14","SA","81","ranger-tuned","0.235154502171518","COR","4.03099999999995"
