"species","region","occ","model","value","metric","time"
"can19","CAN","109","Regression","0.529394663275355","AUC","6.78000000000009"
"can19","CAN","109","Regression","-0.00301424881796465","COR","6.78000000000009"
"can19","CAN","109","Equal-sample","0.570604477440936","AUC","1.36800000000005"
"can19","CAN","109","Equal-sample","0.00757069357087636","COR","1.36800000000005"
"can19","CAN","109","Default","0.517512201828547","AUC","1.96799999999996"
"can19","CAN","109","Default","-0.00446686915131801","COR","1.96799999999996"
"can19","CAN","109","Down-sample","0.56427298870326","AUC","0.394000000000005"
"can19","CAN","109","Down-sample","0.00720818234271458","COR","0.394000000000005"
"can19","CAN","109","Weighted","0.541424635090914","AUC","2.08500000000004"
"can19","CAN","109","Weighted","-8.02928990161424e-05","COR","2.08500000000004"
"can19","CAN","109","ranger","0.560908893013469","AUC","0.31899999999996"
"can19","CAN","109","ranger","0.00614679281325485","COR","0.31899999999996"
"can19","CAN","109","ranger-tuned","0.574859363900962","AUC","7.77699999999993"
"can19","CAN","109","ranger-tuned","0.00652321494453481","COR","7.77699999999993"
