"species","region","occ","model","value","metric","time"
"can06","CAN","27","Regression","0.87401845984296","AUC","3.50999999999999"
"can06","CAN","27","Regression","0.127966025367954","COR","3.50999999999999"
"can06","CAN","27","Equal-sample","0.886287549353181","AUC","0.322999999999979"
"can06","CAN","27","Equal-sample","0.110181489124117","COR","0.322999999999979"
"can06","CAN","27","Default","0.864681319481082","AUC","1.40800000000002"
"can06","CAN","27","Default","0.128803482481103","COR","1.40800000000002"
"can06","CAN","27","Down-sample","0.885814486635982","AUC","0.186999999999955"
"can06","CAN","27","Down-sample","0.112772519941302","COR","0.186999999999955"
"can06","CAN","27","Weighted","0.859629035653692","AUC","1.44900000000001"
"can06","CAN","27","Weighted","0.0940513688615258","COR","1.44900000000001"
"can06","CAN","27","ranger","0.890350170380558","AUC","0.266999999999996"
"can06","CAN","27","ranger","0.11267248259712","COR","0.266999999999996"
"can06","CAN","27","ranger-tuned","0.890487930402601","AUC","6.77800000000002"
"can06","CAN","27","ranger-tuned","0.106525697362142","COR","6.77800000000002"
