"species","region","occ","model","value","metric","time"
"nz34","NZ","42","Regression","0.560057286080975","AUC","5.56100000000015"
"nz34","NZ","42","Regression","0.0314799402820575","COR","5.56100000000015"
"nz34","NZ","42","Equal-sample","0.604483822747654","AUC","0.590999999999894"
"nz34","NZ","42","Equal-sample","0.0632216476854169","COR","0.590999999999894"
"nz34","NZ","42","Default","0.557146331800593","AUC","1.70299999999997"
"nz34","NZ","42","Default","0.0345751627461385","COR","1.70299999999997"
"nz34","NZ","42","Down-sample","0.617648961342191","AUC","0.228999999999814"
"nz34","NZ","42","Down-sample","0.0686568863598713","COR","0.228999999999814"
"nz34","NZ","42","Weighted","0.590396158197333","AUC","1.92599999999993"
"nz34","NZ","42","Weighted","0.0366992017334786","COR","1.92599999999993"
"nz34","NZ","42","ranger","0.625032141304036","AUC","0.329000000000178"
"nz34","NZ","42","ranger","0.0701696472609641","COR","0.329000000000178"
"nz34","NZ","42","ranger-tuned","0.63187551864376","AUC","5.84500000000025"
"nz34","NZ","42","ranger-tuned","0.0698339844441233","COR","5.84500000000025"
