"species","region","occ","model","value","metric","time"
"swi02","SWI","1245","Regression","0.762268269851872","AUC","99.7809999999999"
"swi02","SWI","1245","Regression","0.173258469392653","COR","99.7809999999999"
"swi02","SWI","1245","Equal-sample","0.788177142521617","AUC","26.576"
"swi02","SWI","1245","Equal-sample","0.182923698056494","COR","26.576"
"swi02","SWI","1245","Default","0.766264200865598","AUC","14.5719999999997"
"swi02","SWI","1245","Default","0.173178098001749","COR","14.5719999999997"
"swi02","SWI","1245","Down-sample","0.786184271882915","AUC","4.56400000000031"
"swi02","SWI","1245","Down-sample","0.184347479188387","COR","4.56400000000031"
"swi02","SWI","1245","Weighted","0.769593654039479","AUC","16.366"
"swi02","SWI","1245","Weighted","0.166645744368589","COR","16.366"
"swi02","SWI","1245","ranger","0.749437492012284","AUC","1.2829999999999"
"swi02","SWI","1245","ranger","0.158335916717718","COR","1.2829999999999"
"swi02","SWI","1245","ranger-tuned","0.777342862176064","AUC","26.357"
"swi02","SWI","1245","ranger-tuned","0.177623447368299","COR","26.357"
