"species","region","occ","model","value","metric","time"
"nsw45","NSW","22","Regression","0.665942968852797","AUC","1.15299999999979"
"nsw45","NSW","22","Regression","0.172120737858956","COR","1.15299999999979"
"nsw45","NSW","22","Equal-sample","0.784394443504577","AUC","0.710000000000036"
"nsw45","NSW","22","Equal-sample","0.334196638313408","COR","0.710000000000036"
"nsw45","NSW","22","Default","0.655439951878794","AUC","0.444999999999936"
"nsw45","NSW","22","Default","0.159760214484849","COR","0.444999999999936"
"nsw45","NSW","22","Down-sample","0.770639485704619","AUC","0.121000000000095"
"nsw45","NSW","22","Down-sample","0.322280958676386","COR","0.121000000000095"
"nsw45","NSW","22","Weighted","0.638414255907066","AUC","0.728000000000065"
"nsw45","NSW","22","Weighted","0.147467492251788","COR","0.728000000000065"
"nsw45","NSW","22","ranger","0.794310043421869","AUC","0.0769999999999982"
"nsw45","NSW","22","ranger","0.359384982114329","COR","0.0769999999999982"
"nsw45","NSW","22","ranger-tuned","0.796932273163029","AUC","2.26800000000003"
"nsw45","NSW","22","ranger-tuned","0.351348655758331","COR","2.26800000000003"
