"species","region","occ","model","value","metric","time"
"sa03","SA","28","Regression","0.731770833333336","AUC","1.53399999999965"
"sa03","SA","28","Regression","0.389473687982894","COR","1.53399999999965"
"sa03","SA","28","Equal-sample","0.917534722222223","AUC","0.300999999999931"
"sa03","SA","28","Equal-sample","0.417315415152813","COR","0.300999999999931"
"sa03","SA","28","Default","0.739149305555553","AUC","0.494999999999891"
"sa03","SA","28","Default","0.404280767558264","COR","0.494999999999891"
"sa03","SA","28","Down-sample","0.892795138888891","AUC","0.103000000000065"
"sa03","SA","28","Down-sample","0.40853450878693","COR","0.103000000000065"
"sa03","SA","28","Weighted","0.872395833333336","AUC","0.564000000000306"
"sa03","SA","28","Weighted","0.499282453712293","COR","0.564000000000306"
"sa03","SA","28","ranger","0.914930555555556","AUC","0.148999999999887"
"sa03","SA","28","ranger","0.339305016475581","COR","0.148999999999887"
"sa03","SA","28","ranger-tuned","0.913194444444445","AUC","3.596"
"sa03","SA","28","ranger-tuned","0.420558725665126","COR","3.596"
