"species","region","occ","model","value","metric","time"
"nsw34","NSW","6","Regression","0.532393358811255","AUC","0.745000000000118"
"nsw34","NSW","6","Regression","0.0128345451582276","COR","0.745000000000118"
"nsw34","NSW","6","Equal-sample","0.550909290977345","AUC","0.208999999999833"
"nsw34","NSW","6","Equal-sample","0.0799512643673926","COR","0.208999999999833"
"nsw34","NSW","6","Default","0.534050270226804","AUC","0.272000000000162"
"nsw34","NSW","6","Default","0.028806201861568","COR","0.272000000000162"
"nsw34","NSW","6","Down-sample","0.538616828125596","AUC","0.0579999999999927"
"nsw34","NSW","6","Down-sample","0.0593715154476126","COR","0.0579999999999927"
"nsw34","NSW","6","Weighted","0.566062729862074","AUC","0.33199999999988"
"nsw34","NSW","6","Weighted","0.062710105539619","COR","0.33199999999988"
"nsw34","NSW","6","ranger","0.542419471565876","AUC","0.0729999999998654"
"nsw34","NSW","6","ranger","0.0584890180752751","COR","0.0729999999998654"
"nsw34","NSW","6","ranger-tuned","0.523262359120207","AUC","2.07199999999989"
"nsw34","NSW","6","ranger-tuned","0.0285507941419827","COR","2.07199999999989"
