"species","region","occ","model","value","metric","time"
"nz42","NZ","27","Regression","0.621040927024082","AUC","216.748999999996"
"nz42","NZ","27","Regression","0.0412013638774686","COR","216.748999999996"
"nz42","NZ","27","Equal-sample","0.585207741095694","AUC","0.42500000000291"
"nz42","NZ","27","Equal-sample","0.146711207903177","COR","0.42500000000291"
"nz42","NZ","27","Default","0.524368354493586","AUC","29.9279999999999"
"nz42","NZ","27","Default","0.0318174691619937","COR","29.9279999999999"
"nz42","NZ","27","Down-sample","0.609228844973488","AUC","3.93499999999767"
"nz42","NZ","27","Down-sample","0.179979313329272","COR","3.93499999999767"
"nz42","NZ","27","Weighted","0.545963311472156","AUC","41.7309999999998"
"nz42","NZ","27","Weighted","0.0657924947815519","COR","41.7309999999998"
"nz42","NZ","27","ranger","0.478889310966441","AUC","4.7899999999936"
"nz42","NZ","27","ranger","-0.0258702462747661","COR","4.7899999999936"
"nz42","NZ","27","ranger-tuned","0.524647267208921","AUC","90.4349999999977"
"nz42","NZ","27","ranger-tuned","0.0878226280463437","COR","90.4349999999977"
