"species","region","occ","model","value","metric","time"
"swi17","SWI","458","Regression","0.981095398676555","AUC","382.894"
"swi17","SWI","458","Regression","0.624484239483671","COR","382.894"
"swi17","SWI","458","Equal-sample","0.987977980288626","AUC","5.62300000000687"
"swi17","SWI","458","Equal-sample","0.603748515009086","COR","5.62300000000687"
"swi17","SWI","458","Default","0.980587058484925","AUC","38.9429999999993"
"swi17","SWI","458","Default","0.628822257436209","COR","38.9429999999993"
"swi17","SWI","458","Down-sample","0.98791475140005","AUC","4.85800000000745"
"swi17","SWI","458","Down-sample","0.650568888962688","COR","4.85800000000745"
"swi17","SWI","458","Weighted","0.973217547521856","AUC","34.75"
"swi17","SWI","458","Weighted","0.630788923379825","COR","34.75"
"swi17","SWI","458","ranger","0.982589139351115","AUC","4.5109999999986"
"swi17","SWI","458","ranger","0.702868656979416","COR","4.5109999999986"
"swi17","SWI","458","ranger-tuned","0.986286356610929","AUC","84.6640000000043"
"swi17","SWI","458","ranger-tuned","0.734437683390853","COR","84.6640000000043"
