"species","region","occ","model","value","metric","time"
"sa12","SA","203","Regression","0.697566909975669","AUC","291.575000000012"
"sa12","SA","203","Regression","0.0820081640665032","COR","291.575000000012"
"sa12","SA","203","Equal-sample","0.798053527980535","AUC","2.89400000000023"
"sa12","SA","203","Equal-sample","0.320082188433837","COR","2.89400000000023"
"sa12","SA","203","Default","0.679805352798053","AUC","35.6800000000076"
"sa12","SA","203","Default","0.0477725992865997","COR","35.6800000000076"
"sa12","SA","203","Down-sample","0.789294403892945","AUC","5.2219999999943"
"sa12","SA","203","Down-sample","0.315112811399123","COR","5.2219999999943"
"sa12","SA","203","Weighted","0.601216545012164","AUC","51.2360000000044"
"sa12","SA","203","Weighted","0.0668381379459818","COR","51.2360000000044"
"sa12","SA","203","ranger","0.854987834549878","AUC","4.50800000000163"
"sa12","SA","203","ranger","0.320546235318179","COR","4.50800000000163"
"sa12","SA","203","ranger-tuned","0.833090024330901","AUC","91.1319999999978"
"sa12","SA","203","ranger-tuned","0.348357521800299","COR","91.1319999999978"
