"species","region","occ","model","value","metric","time"
"nz34","NZ","42","Regression","0.551988508929632","AUC","258.955000000002"
"nz34","NZ","42","Regression","0.0310596430334518","COR","258.955000000002"
"nz34","NZ","42","Equal-sample","0.583650363468764","AUC","0.638000000006286"
"nz34","NZ","42","Equal-sample","0.0475588200874434","COR","0.638000000006286"
"nz34","NZ","42","Default","0.528138250730977","AUC","33.9419999999955"
"nz34","NZ","42","Default","0.0343499255243273","COR","33.9419999999955"
"nz34","NZ","42","Down-sample","0.584529413021207","AUC","4.28800000000047"
"nz34","NZ","42","Down-sample","0.0467443836660953","COR","4.28800000000047"
"nz34","NZ","42","Weighted","0.534422530590741","AUC","45.7029999999941"
"nz34","NZ","42","Weighted","0.0429240586981755","COR","45.7029999999941"
"nz34","NZ","42","ranger","0.613918353430239","AUC","3.86199999999371"
"nz34","NZ","42","ranger","0.0655689776665133","COR","3.86199999999371"
"nz34","NZ","42","ranger-tuned","0.605003625216659","AUC","92.7630000000063"
"nz34","NZ","42","ranger-tuned","0.0597540257142704","COR","92.7630000000063"
