"species","region","occ","model","value","metric","time"
"can09","CAN","119","Regression","0.696982632348093","AUC","201.134999999998"
"can09","CAN","119","Regression","0.0290632585345192","COR","201.134999999998"
"can09","CAN","119","Equal-sample","0.754320197027544","AUC","1.37900000000081"
"can09","CAN","119","Equal-sample","0.0932463450323329","COR","1.37900000000081"
"can09","CAN","119","Default","0.637576729696872","AUC","25.1999999999971"
"can09","CAN","119","Default","0.0256380143803465","COR","25.1999999999971"
"can09","CAN","119","Down-sample","0.757271437476779","AUC","3.81499999999869"
"can09","CAN","119","Down-sample","0.0954505930468423","COR","3.81499999999869"
"can09","CAN","119","Weighted","0.649214138021416","AUC","29.6160000000018"
"can09","CAN","119","Weighted","0.0209147057381715","COR","29.6160000000018"
"can09","CAN","119","ranger","0.708164218583391","AUC","5.28000000000247"
"can09","CAN","119","ranger","0.0619761266909198","COR","5.28000000000247"
"can09","CAN","119","ranger-tuned","0.715162929251978","AUC","95.0560000000005"
"can09","CAN","119","ranger-tuned","0.0490675583019324","COR","95.0560000000005"
