"species","region","occ","model","value","metric","time"
"awt19","AWT","78","Regression","0.637737771739129","AUC","104.603"
"awt19","AWT","78","Regression","0.0660658110476091","COR","104.603"
"awt19","AWT","78","Equal-sample","0.691293025362317","AUC","1.01599999999962"
"awt19","AWT","78","Equal-sample","0.264953401878951","COR","1.01599999999962"
"awt19","AWT","78","Default","0.626387001811594","AUC","27.9920000000002"
"awt19","AWT","78","Default","0.0628171007750606","COR","27.9920000000002"
"awt19","AWT","78","Down-sample","0.688320878623188","AUC","4.03600000000006"
"awt19","AWT","78","Down-sample","0.257578934266862","COR","4.03600000000006"
"awt19","AWT","78","Weighted","0.628906250000001","AUC","29.9170000000004"
"awt19","AWT","78","Weighted","0.078675427620285","COR","29.9170000000004"
"awt19","AWT","78","ranger","0.615885416666666","AUC","5.11499999999978"
"awt19","AWT","78","ranger","0.150078586057299","COR","5.11499999999978"
"awt19","AWT","78","ranger-tuned","0.592334692028984","AUC","104.205"
"awt19","AWT","78","ranger-tuned","-0.040804123527117","COR","104.205"
