"species","region","occ","model","value","metric","time"
"sa18","SA","123","Regression","0.588049070043531","AUC","199.75"
"sa18","SA","123","Regression","0.24945632751538","COR","199.75"
"sa18","SA","123","Equal-sample","0.750890383854372","AUC","1.74200000001292"
"sa18","SA","123","Equal-sample","0.284010556216845","COR","1.74200000001292"
"sa18","SA","123","Default","0.551444400474872","AUC","33.9029999999912"
"sa18","SA","123","Default","0.246826153499936","COR","33.9029999999912"
"sa18","SA","123","Down-sample","0.720815195884447","AUC","4.4259999999922"
"sa18","SA","123","Down-sample","0.252044930647297","COR","4.4259999999922"
"sa18","SA","123","Weighted","0.581123862287297","AUC","51.275999999998"
"sa18","SA","123","Weighted","0.144461147364315","COR","51.275999999998"
"sa18","SA","123","ranger","0.7382271468144","AUC","4.48599999998987"
"sa18","SA","123","ranger","0.345225337801589","COR","4.48599999998987"
"sa18","SA","123","ranger-tuned","0.778789077958042","AUC","90.2169999999896"
"sa18","SA","123","ranger-tuned","0.208722825846782","COR","90.2169999999896"
