"species","region","occ","model","value","metric","time"
"swi02","SWI","1245","Regression","0.736090837181859","AUC","952.425000000003"
"swi02","SWI","1245","Regression","0.133990284770055","COR","952.425000000003"
"swi02","SWI","1245","Equal-sample","0.766086312248091","AUC","22.1209999999992"
"swi02","SWI","1245","Equal-sample","0.162473007365961","COR","22.1209999999992"
"swi02","SWI","1245","Default","0.735456655624896","AUC","57.0149999999994"
"swi02","SWI","1245","Default","0.134372974373852","COR","57.0149999999994"
"swi02","SWI","1245","Down-sample","0.766175601971635","AUC","8.5399999999936"
"swi02","SWI","1245","Down-sample","0.164511424568127","COR","8.5399999999936"
"swi02","SWI","1245","Weighted","0.742664771490856","AUC","59.8070000000007"
"swi02","SWI","1245","Weighted","0.121939737595089","COR","59.8070000000007"
"swi02","SWI","1245","ranger","0.747753076782342","AUC","5.85699999998906"
"swi02","SWI","1245","ranger","0.148470684542289","COR","5.85699999998906"
"swi02","SWI","1245","ranger-tuned","0.754628040082004","AUC","112"
"swi02","SWI","1245","ranger-tuned","0.148318031878496","COR","112"
