"species","region","occ","model","value","metric","time"
"sa22","SA","57","Regression","0.803352675693102","AUC","107.80799999999"
"sa22","SA","57","Regression","0.10023127783043","COR","107.80799999999"
"sa22","SA","57","Equal-sample","0.872985170857511","AUC","0.717999999993481"
"sa22","SA","57","Equal-sample","0.368304588944524","COR","0.717999999993481"
"sa22","SA","57","Default","0.650870406189555","AUC","25.9440000000031"
"sa22","SA","57","Default","0.0925131015646237","COR","25.9440000000031"
"sa22","SA","57","Down-sample","0.872985170857511","AUC","3.65400000000955"
"sa22","SA","57","Down-sample","0.376744014394382","COR","3.65400000000955"
"sa22","SA","57","Weighted","0.558671824629272","AUC","27.3899999999994"
"sa22","SA","57","Weighted","0.0245536345531921","COR","27.3899999999994"
"sa22","SA","57","ranger","0.88942617666022","AUC","4.55899999999383"
"sa22","SA","57","ranger","0.359251679825717","COR","4.55899999999383"
"sa22","SA","57","ranger-tuned","0.863313990973566","AUC","86.0760000000009"
"sa22","SA","57","ranger-tuned","0.376019897601011","COR","86.0760000000009"
