"species","region","occ","model","value","metric","time"
"sa19","SA","36","Regression","0.846930846930846","AUC","205.719000000012"
"sa19","SA","36","Regression","0.287960264251997","COR","205.719000000012"
"sa19","SA","36","Equal-sample","0.910644910644911","AUC","0.465000000011059"
"sa19","SA","36","Equal-sample","0.338920001741459","COR","0.465000000011059"
"sa19","SA","36","Default","0.806138306138306","AUC","24.6359999999986"
"sa19","SA","36","Default","0.330296298757358","COR","24.6359999999986"
"sa19","SA","36","Down-sample","0.918803418803419","AUC","3.87799999999697"
"sa19","SA","36","Down-sample","0.357480760594613","COR","3.87799999999697"
"sa19","SA","36","Weighted","0.875679875679876","AUC","31.2319999999891"
"sa19","SA","36","Weighted","0.517903512985054","COR","31.2319999999891"
"sa19","SA","36","ranger","0.804972804972805","AUC","4.3579999999929"
"sa19","SA","36","ranger","0.267115677496398","COR","4.3579999999929"
"sa19","SA","36","ranger-tuned","0.825951825951826","AUC","91.9049999999988"
"sa19","SA","36","ranger-tuned","0.258006181008024","COR","91.9049999999988"
