"species","region","occ","model","value","metric","time"
"sa25","SA","66","Regression","0.563325563325563","AUC","147.020999999993"
"sa25","SA","66","Regression","0.0602354334700762","COR","147.020999999993"
"sa25","SA","66","Equal-sample","0.750582750582748","AUC","0.870000000009895"
"sa25","SA","66","Equal-sample","0.197898871892305","COR","0.870000000009895"
"sa25","SA","66","Default","0.533022533022534","AUC","28.9840000000113"
"sa25","SA","66","Default","0.0768968668335605","COR","28.9840000000113"
"sa25","SA","66","Down-sample","0.747086247086246","AUC","3.97699999999895"
"sa25","SA","66","Down-sample","0.195930502143437","COR","3.97699999999895"
"sa25","SA","66","Weighted","0.627816627816629","AUC","36.2639999999956"
"sa25","SA","66","Weighted","0.122857210222564","COR","36.2639999999956"
"sa25","SA","66","ranger","0.699689199689199","AUC","4.30199999999604"
"sa25","SA","66","ranger","0.176631095400176","COR","4.30199999999604"
"sa25","SA","66","ranger-tuned","0.662004662004662","AUC","88.426999999996"
"sa25","SA","66","ranger-tuned","0.151628572708871","COR","88.426999999996"
