"species","region","occ","model","value","metric","time"
"swi09","SWI","937","Regression","0.775346239591278","AUC","2134.23400000001"
"swi09","SWI","937","Regression","0.168177125725269","COR","2134.23400000001"
"swi09","SWI","937","Equal-sample","0.808374591208638","AUC","16.4899999999907"
"swi09","SWI","937","Equal-sample","0.185658902482059","COR","16.4899999999907"
"swi09","SWI","937","Default","0.776664101305507","AUC","51.5910000000003"
"swi09","SWI","937","Default","0.170006867011841","COR","51.5910000000003"
"swi09","SWI","937","Down-sample","0.807080464135062","AUC","7.52300000000105"
"swi09","SWI","937","Down-sample","0.193364205485721","COR","7.52300000000105"
"swi09","SWI","937","Weighted","0.78761974210379","AUC","57.6530000000057"
"swi09","SWI","937","Weighted","0.173581956608533","COR","57.6530000000057"
"swi09","SWI","937","ranger","0.746494343075662","AUC","4.33699999999953"
"swi09","SWI","937","ranger","0.147662974615585","COR","4.33699999999953"
"swi09","SWI","937","ranger-tuned","0.765564706016973","AUC","93.2850000000035"
"swi09","SWI","937","ranger-tuned","0.173760301832757","COR","93.2850000000035"
