"species","region","occ","model","value","metric","time"
"can20","CAN","380","Regression","0.606003919618485","AUC","459.166999999998"
"can20","CAN","380","Regression","0.0516706639148702","COR","459.166999999998"
"can20","CAN","380","Equal-sample","0.682436562452968","AUC","5.58899999999994"
"can20","CAN","380","Equal-sample","0.151166714158814","COR","5.58899999999994"
"can20","CAN","380","Default","0.594918978777088","AUC","38.505000000001"
"can20","CAN","380","Default","0.0480457879970172","COR","38.505000000001"
"can20","CAN","380","Down-sample","0.670891715667368","AUC","5.6820000000007"
"can20","CAN","380","Down-sample","0.139416413413192","COR","5.6820000000007"
"can20","CAN","380","Weighted","0.637496485720936","AUC","52.2900000000009"
"can20","CAN","380","Weighted","0.0641287007153046","COR","52.2900000000009"
"can20","CAN","380","ranger","0.744693950298558","AUC","5.39400000000023"
"can20","CAN","380","ranger","0.19489408929315","COR","5.39400000000023"
"can20","CAN","380","ranger-tuned","0.712038868049232","AUC","100.094000000001"
"can20","CAN","380","ranger-tuned","0.160466234128127","COR","100.094000000001"
