"species","region","occ","model","value","metric","time"
"can14","CAN","18","Regression","0.669174987650833","AUC","126.704999999998"
"can14","CAN","18","Regression","0.0079170918859347","COR","126.704999999998"
"can14","CAN","18","Equal-sample","0.777617669889113","AUC","0.268000000000029"
"can14","CAN","18","Equal-sample","0.167736768851352","COR","0.268000000000029"
"can14","CAN","18","Default","0.518149124973631","AUC","23.4530000000013"
"can14","CAN","18","Default","0.00924759942499846","COR","23.4530000000013"
"can14","CAN","18","Down-sample","0.736302483946059","AUC","3.21500000000015"
"can14","CAN","18","Down-sample","0.140554068527634","COR","3.21500000000015"
"can14","CAN","18","Weighted","0.52066967751043","AUC","25.6839999999975"
"can14","CAN","18","Weighted","0.0294868439228076","COR","25.6839999999975"
"can14","CAN","18","ranger","0.763997865358815","AUC","5.67499999999927"
"can14","CAN","18","ranger","0.0553065955962767","COR","5.67499999999927"
"can14","CAN","18","ranger-tuned","0.663137305059607","AUC","102.434000000001"
"can14","CAN","18","ranger-tuned","0.0205390566990523","COR","102.434000000001"
