"species","region","occ","model","value","metric","time"
"awt09","AWT","112","Regression","0.527136941733216","AUC","151.666"
"awt09","AWT","112","Regression","0.081764608674831","COR","151.666"
"awt09","AWT","112","Equal-sample","0.588435374149661","AUC","1.50900000000001"
"awt09","AWT","112","Equal-sample","0.101810073469528","COR","1.50900000000001"
"awt09","AWT","112","Default","0.525473232771369","AUC","31.971"
"awt09","AWT","112","Default","0.0698102931051017","COR","31.971"
"awt09","AWT","112","Down-sample","0.596051464063883","AUC","4.2170000000001"
"awt09","AWT","112","Down-sample","0.10343432368241","COR","4.2170000000001"
"awt09","AWT","112","Weighted","0.562592428275658","AUC","42.192"
"awt09","AWT","112","Weighted","0.0368848384050418","COR","42.192"
"awt09","AWT","112","ranger","0.592465246968354","AUC","5.59900000000016"
"awt09","AWT","112","ranger","0.123330039436368","COR","5.59900000000016"
"awt09","AWT","112","ranger-tuned","0.569247264123039","AUC","111.401"
"awt09","AWT","112","ranger-tuned","0.144532370841321","COR","111.401"
