"species","region","occ","model","value","metric","time"
"can07","CAN","221","Regression","0.666061341577573","AUC","254.821"
"can07","CAN","221","Regression","0.0358337731823646","COR","254.821"
"can07","CAN","221","Equal-sample","0.683768682293757","AUC","2.8700000000008"
"can07","CAN","221","Equal-sample","0.0910319581833204","COR","2.8700000000008"
"can07","CAN","221","Default","0.618963780468307","AUC","28.607"
"can07","CAN","221","Default","0.0305769689610653","COR","28.607"
"can07","CAN","221","Down-sample","0.684897286667194","AUC","4.21900000000096"
"can07","CAN","221","Down-sample","0.088364583465837","COR","4.21900000000096"
"can07","CAN","221","Weighted","0.600355306844866","AUC","33.1029999999992"
"can07","CAN","221","Weighted","0.0278767771273896","COR","33.1029999999992"
"can07","CAN","221","ranger","0.683862961149144","AUC","5.07500000000073"
"can07","CAN","221","ranger","0.0939581726148656","COR","5.07500000000073"
"can07","CAN","221","ranger-tuned","0.693414337219701","AUC","104.264999999999"
"can07","CAN","221","ranger-tuned","0.0784632034602345","COR","104.264999999999"
