"species","region","occ","model","value","metric","time"
"nz45","NZ","26","Regression","0.893342312030326","AUC","188.210000000006"
"nz45","NZ","26","Regression","0.142250924811254","COR","188.210000000006"
"nz45","NZ","26","Equal-sample","0.926835976717389","AUC","0.342000000004191"
"nz45","NZ","26","Equal-sample","0.32957279703426","COR","0.342000000004191"
"nz45","NZ","26","Default","0.719458262917235","AUC","24.5610000000015"
"nz45","NZ","26","Default","0.133457167758724","COR","24.5610000000015"
"nz45","NZ","26","Down-sample","0.923585215267104","AUC","3.36900000000605"
"nz45","NZ","26","Down-sample","0.329097781634413","COR","3.36900000000605"
"nz45","NZ","26","Weighted","0.659482208463086","AUC","20.1049999999959"
"nz45","NZ","26","Weighted","0.128159041388556","COR","20.1049999999959"
"nz45","NZ","26","ranger","0.90979913740251","AUC","4.13799999999173"
"nz45","NZ","26","ranger","0.318960295231415","COR","4.13799999999173"
"nz45","NZ","26","ranger-tuned","0.908539542369001","AUC","83.6710000000021"
"nz45","NZ","26","ranger-tuned","0.284659610554532","COR","83.6710000000021"
