"species","region","occ","model","value","metric","time"
"awt06","AWT","265","Regression","0.676610394603473","AUC","219.815"
"awt06","AWT","265","Regression","0.231273593903314","COR","219.815"
"awt06","AWT","265","Equal-sample","0.69464541609871","AUC","3.68899999999985"
"awt06","AWT","265","Equal-sample","0.370988484183041","COR","3.68899999999985"
"awt06","AWT","265","Default","0.67309775960295","AUC","37.2369999999996"
"awt06","AWT","265","Default","0.22134061551028","COR","37.2369999999996"
"awt06","AWT","265","Down-sample","0.687375484953345","AUC","5.16399999999976"
"awt06","AWT","265","Down-sample","0.326833080650359","COR","5.16399999999976"
"awt06","AWT","265","Weighted","0.696113382964594","AUC","46.982"
"awt06","AWT","265","Weighted","0.185252235158271","COR","46.982"
"awt06","AWT","265","ranger","0.686921114256758","AUC","5.1550000000002"
"awt06","AWT","265","ranger","0.331402174859599","COR","5.1550000000002"
"awt06","AWT","265","ranger-tuned","0.689909475376606","AUC","118.218"
"awt06","AWT","265","ranger-tuned","0.246155928390125","COR","118.218"
