"species","region","occ","model","value","metric","time"
"sa28","SA","43","Regression","0.706338028169018","AUC","103.182000000001"
"sa28","SA","43","Regression","0.0278643378436909","COR","103.182000000001"
"sa28","SA","43","Equal-sample","0.73661971830986","AUC","0.544999999998254"
"sa28","SA","43","Equal-sample","0.242474327518098","COR","0.544999999998254"
"sa28","SA","43","Default","0.567605633802816","AUC","25.3859999999986"
"sa28","SA","43","Default","-0.0369105303776475","COR","25.3859999999986"
"sa28","SA","43","Down-sample","0.732394366197184","AUC","3.65700000000652"
"sa28","SA","43","Down-sample","0.248131961592539","COR","3.65700000000652"
"sa28","SA","43","Weighted","0.494014084507042","AUC","31.0610000000015"
"sa28","SA","43","Weighted","-0.0431695142186446","COR","31.0610000000015"
"sa28","SA","43","ranger","0.68133802816901","AUC","4.67699999999604"
"sa28","SA","43","ranger","0.150782695317584","COR","4.67699999999604"
"sa28","SA","43","ranger-tuned","0.689436619718306","AUC","87.2960000000021"
"sa28","SA","43","ranger-tuned","0.246506356239265","COR","87.2960000000021"
