"species","region","occ","model","value","metric","time"
"swi18","SWI","382","Regression","0.920739268741665","AUC","484.03300000001"
"swi18","SWI","382","Regression","0.125225780617465","COR","484.03300000001"
"swi18","SWI","382","Equal-sample","0.938647164390631","AUC","4.81900000000314"
"swi18","SWI","382","Equal-sample","0.114558270448375","COR","4.81900000000314"
"swi18","SWI","382","Default","0.910843712210592","AUC","39.3940000000002"
"swi18","SWI","382","Default","0.126433784443737","COR","39.3940000000002"
"swi18","SWI","382","Down-sample","0.938695303895064","AUC","4.44700000000012"
"swi18","SWI","382","Down-sample","0.120738349749115","COR","4.44700000000012"
"swi18","SWI","382","Weighted","0.813095485669694","AUC","37.3840000000055"
"swi18","SWI","382","Weighted","0.0990656331547098","COR","37.3840000000055"
"swi18","SWI","382","ranger","0.894539824849226","AUC","4.82300000000396"
"swi18","SWI","382","ranger","0.0805412746206852","COR","4.82300000000396"
"swi18","SWI","382","ranger-tuned","0.925372214648271","AUC","86.2360000000044"
"swi18","SWI","382","ranger-tuned","0.0989365598925371","COR","86.2360000000044"
