"species","region","occ","model","value","metric","time"
"sa20","SA","54","Regression","0.619718309859153","AUC","147.044999999998"
"sa20","SA","54","Regression","0.0791466577144216","COR","147.044999999998"
"sa20","SA","54","Equal-sample","0.852816901408452","AUC","0.725999999995111"
"sa20","SA","54","Equal-sample","0.310685501819172","COR","0.725999999995111"
"sa20","SA","54","Default","0.604577464788733","AUC","27.6029999999882"
"sa20","SA","54","Default","0.0665165188914026","COR","27.6029999999882"
"sa20","SA","54","Down-sample","0.826760563380281","AUC","3.94800000000396"
"sa20","SA","54","Down-sample","0.272417708609578","COR","3.94800000000396"
"sa20","SA","54","Weighted","0.570774647887325","AUC","36.9729999999981"
"sa20","SA","54","Weighted","-0.0294579040942063","COR","36.9729999999981"
"sa20","SA","54","ranger","0.876056338028172","AUC","4.19000000000233"
"sa20","SA","54","ranger","0.287008289722085","COR","4.19000000000233"
"sa20","SA","54","ranger-tuned","0.838380281690144","AUC","83.4110000000073"
"sa20","SA","54","ranger-tuned","0.306896457077537","COR","83.4110000000073"
