"species","model","value","metric","time"
"4pc_002","Regression","0.895087634787507","AUC","395.216"
"4pc_002","Regression","0.33612975783049","COR","395.216"
"4pc_002","Equal-sample","0.936737147145682","AUC","0.746000000000095"
"4pc_002","Equal-sample","0.791494850594707","COR","0.746000000000095"
"4pc_002","Default","0.765809501389054","AUC","51.2250000000001"
"4pc_002","Default","0.306625024780418","COR","51.2250000000001"
"4pc_002","Down-sample","0.939244366464655","AUC","6.65499999999997"
"4pc_002","Down-sample","0.844560479487717","COR","6.65499999999997"
"4pc_002","Weighted","0.67101869205994","AUC","59.0409999999999"
"4pc_002","Weighted","0.282238182109268","COR","59.0409999999999"
"4pc_002","ranger","0.924608582510601","AUC","4.40300000000002"
"4pc_002","ranger","0.71456088356009","COR","4.40300000000002"
"4pc_002","ranger-tuned","0.940648873583109","AUC","101.254"
"4pc_002","ranger-tuned","0.870655546227343","COR","101.254"
