"species","model","value","metric","time"
"4pc_015","Regression","0.891499316188757","AUC","354.852000000001"
"4pc_015","Regression","0.2313732883361","COR","354.852000000001"
"4pc_015","Equal-sample","0.948119139889324","AUC","0.619999999998981"
"4pc_015","Equal-sample","0.881892624274","COR","0.619999999998981"
"4pc_015","Default","0.659676245080048","AUC","56.0679999999993"
"4pc_015","Default","0.214164968244189","COR","56.0679999999993"
"4pc_015","Down-sample","0.948083221892746","AUC","6.93499999999949"
"4pc_015","Down-sample","0.913642784195183","COR","6.93499999999949"
"4pc_015","Weighted","0.620204262802555","AUC","69.2049999999999"
"4pc_015","Weighted","0.212275331133609","COR","69.2049999999999"
"4pc_015","ranger","0.948183286692604","AUC","4.29600000000028"
"4pc_015","ranger","0.857168648425479","COR","4.29600000000028"
"4pc_015","ranger-tuned","0.949296323261125","AUC","101.368"
"4pc_015","ranger-tuned","0.909525623828002","COR","101.368"
