"species","model","value","metric","time"
"4pc_003","Regression","0.857520317058512","AUC","344.066"
"4pc_003","Regression","0.221252615011169","COR","344.066"
"4pc_003","Equal-sample","0.932581378188062","AUC","0.605000000000018"
"4pc_003","Equal-sample","0.855608890032264","COR","0.605000000000018"
"4pc_003","Default","0.626416134407755","AUC","52.1800000000003"
"4pc_003","Default","0.215954912333199","COR","52.1800000000003"
"4pc_003","Down-sample","0.930352390400281","AUC","6.66699999999992"
"4pc_003","Down-sample","0.852736412588029","COR","6.66699999999992"
"4pc_003","Weighted","0.598050442015114","AUC","65.0030000000002"
"4pc_003","Weighted","0.158715076995193","COR","65.0030000000002"
"4pc_003","ranger","0.885508451798599","AUC","4.0920000000001"
"4pc_003","ranger","0.765100216342046","COR","4.0920000000001"
"4pc_003","ranger-tuned","0.915508793877744","AUC","102.321"
"4pc_003","ranger-tuned","0.791198030158085","COR","102.321"
