"species","model","value","metric","time"
"4pc_018","Regression","0.914063137811694","AUC","377.547"
"4pc_018","Regression","0.146431673874243","COR","377.547"
"4pc_018","Equal-sample","0.954920800425935","AUC","0.434000000001106"
"4pc_018","Equal-sample","0.900062456108574","COR","0.434000000001106"
"4pc_018","Default","0.623931027597879","AUC","48.8849999999984"
"4pc_018","Default","0.126451355845333","COR","48.8849999999984"
"4pc_018","Down-sample","0.953431648770957","AUC","6.57400000000052"
"4pc_018","Down-sample","0.910876551981234","COR","6.57400000000052"
"4pc_018","Weighted","0.576984426302235","AUC","54.0499999999993"
"4pc_018","Weighted","0.174455336592209","COR","54.0499999999993"
"4pc_018","ranger","0.959210000887397","AUC","5.12199999999939"
"4pc_018","ranger","0.925607912088471","COR","5.12199999999939"
"4pc_018","ranger-tuned","0.947131954920574","AUC","97.8670000000002"
"4pc_018","ranger-tuned","0.891410554497316","COR","97.8670000000002"
