"species","model","value","metric","time"
"4pc_062","Regression","0.691087624012372","AUC","1198.461"
"4pc_062","Regression","0.124807190779518","COR","1198.461"
"4pc_062","Equal-sample","0.814496303401086","AUC","3.98300000000017"
"4pc_062","Equal-sample","0.672200664552287","COR","3.98300000000017"
"4pc_062","Default","0.627586529005753","AUC","99.9949999999953"
"4pc_062","Default","0.119466369104743","COR","99.9949999999953"
"4pc_062","Down-sample","0.815201535667127","AUC","8.39199999999983"
"4pc_062","Down-sample","0.633708726114343","COR","8.39199999999983"
"4pc_062","Weighted","0.641074321881609","AUC","309.985000000001"
"4pc_062","Weighted","0.124298119191074","COR","309.985000000001"
"4pc_062","ranger","0.891662079947481","AUC","6.55500000000029"
"4pc_062","ranger","0.866010928822082","COR","6.55500000000029"
"4pc_062","ranger-tuned","0.879646811010913","AUC","110.862999999998"
"4pc_062","ranger-tuned","0.824327336000149","COR","110.862999999998"
