"species","model","value","metric","time"
"4pc_072","Regression","0.720975430045949","AUC","606.160000000003"
"4pc_072","Regression","0.107443056964058","COR","606.160000000003"
"4pc_072","Equal-sample","0.83665193790871","AUC","3.79099999999744"
"4pc_072","Equal-sample","0.726171625725841","COR","3.79099999999744"
"4pc_072","Default","0.637750473344264","AUC","87.2479999999923"
"4pc_072","Default","0.102377048759516","COR","87.2479999999923"
"4pc_072","Down-sample","0.823422514594967","AUC","7.96199999999953"
"4pc_072","Down-sample","0.66856374343846","COR","7.96199999999953"
"4pc_072","Weighted","0.646569341461746","AUC","271.68299999999"
"4pc_072","Weighted","0.118556324724346","COR","271.68299999999"
"4pc_072","ranger","0.868592026110846","AUC","4.15200000000186"
"4pc_072","ranger","0.841976640203643","COR","4.15200000000186"
"4pc_072","ranger-tuned","0.878883620538882","AUC","103.077999999994"
"4pc_072","ranger-tuned","0.812543075680897","COR","103.077999999994"
