"species","model","value","metric","time"
"4pc_051","Regression","0.638030327240844","AUC","443.417000000001"
"4pc_051","Regression","0.213392890915149","COR","443.417000000001"
"4pc_051","Equal-sample","0.941672546103376","AUC","1.70000000000437"
"4pc_051","Equal-sample","0.911515365839124","COR","1.70000000000437"
"4pc_051","Default","0.714713423552911","AUC","65.5639999999985"
"4pc_051","Default","0.187743434492149","COR","65.5639999999985"
"4pc_051","Down-sample","0.931788127225263","AUC","7.64099999999598"
"4pc_051","Down-sample","0.892740422231935","COR","7.64099999999598"
"4pc_051","Weighted","0.666002679548246","AUC","129.137999999999"
"4pc_051","Weighted","0.188415751843918","COR","129.137999999999"
"4pc_051","ranger","0.94900213462475","AUC","5.89900000000489"
"4pc_051","ranger","0.899758566984631","COR","5.89900000000489"
"4pc_051","ranger-tuned","0.945476848949685","AUC","99.752999999997"
"4pc_051","ranger-tuned","0.837976222398273","COR","99.752999999997"
