"species","model","value","metric","time"
"4pc_088","Regression","0.715276090350735","AUC","415.233000000007"
"4pc_088","Regression","0.154418618219347","COR","415.233000000007"
"4pc_088","Equal-sample","0.867848073834339","AUC","0.342000000004191"
"4pc_088","Equal-sample","0.696265140577452","COR","0.342000000004191"
"4pc_088","Default","0.596732760670858","AUC","45.5650000000023"
"4pc_088","Default","0.169792539582771","COR","45.5650000000023"
"4pc_088","Down-sample","0.882943688477141","AUC","6.46099999999569"
"4pc_088","Down-sample","0.737113499650356","COR","6.46099999999569"
"4pc_088","Weighted","0.553426453456292","AUC","47.2599999999948"
"4pc_088","Weighted","0.13480919171182","COR","47.2599999999948"
"4pc_088","ranger","0.876347966987895","AUC","5.01399999999558"
"4pc_088","ranger","0.715513901566151","COR","5.01399999999558"
"4pc_088","ranger-tuned","0.883637759533462","AUC","98.3540000000066"
"4pc_088","ranger-tuned","0.757927671659118","COR","98.3540000000066"
