"species","model","value","metric","time"
"4pc_094","Regression","0.790038096717246","AUC","582.857000000004"
"4pc_094","Regression","0.229212510046458","COR","582.857000000004"
"4pc_094","Equal-sample","0.844872645506396","AUC","0.801999999996042"
"4pc_094","Equal-sample","0.795855076956232","COR","0.801999999996042"
"4pc_094","Default","0.621353251886758","AUC","58.9700000000012"
"4pc_094","Default","0.21477657505065","COR","58.9700000000012"
"4pc_094","Down-sample","0.843642343846477","AUC","7"
"4pc_094","Down-sample","0.806610017688386","COR","7"
"4pc_094","Weighted","0.574899562161829","AUC","103.487999999998"
"4pc_094","Weighted","0.160178859912306","COR","103.487999999998"
"4pc_094","ranger","0.871482011025524","AUC","4.58299999999872"
"4pc_094","ranger","0.881063324294252","COR","4.58299999999872"
"4pc_094","ranger-tuned","0.865323270135729","AUC","106.517999999996"
"4pc_094","ranger-tuned","0.862675565450816","COR","106.517999999996"
