"species","model","value","metric","time"
"4pc_074","Regression","0.76328785727514","AUC","568.350000000006"
"4pc_074","Regression","0.182384938391141","COR","568.350000000006"
"4pc_074","Equal-sample","0.825046588523981","AUC","1.94200000001001"
"4pc_074","Equal-sample","0.662694237132276","COR","1.94200000001001"
"4pc_074","Default","0.646339087289305","AUC","71.7709999999934"
"4pc_074","Default","0.171442103703798","COR","71.7709999999934"
"4pc_074","Down-sample","0.835944251959996","AUC","7.43399999999383"
"4pc_074","Down-sample","0.684420208848532","COR","7.43399999999383"
"4pc_074","Weighted","0.625082309607628","AUC","205.918000000005"
"4pc_074","Weighted","0.173227784788568","COR","205.918000000005"
"4pc_074","ranger","0.901719836744041","AUC","5.25599999999395"
"4pc_074","ranger","0.802528691610742","COR","5.25599999999395"
"4pc_074","ranger-tuned","0.877154679043973","AUC","103.411000000007"
"4pc_074","ranger-tuned","0.77405848492754","COR","103.411000000007"
