"species","model","value","metric","time"
"4pc_021","Regression","0.671907847901845","AUC","1442.792"
"4pc_021","Regression","0.171498237658251","COR","1442.792"
"4pc_021","Equal-sample","0.883842590926843","AUC","1.75399999999718"
"4pc_021","Equal-sample","0.849554046614784","COR","1.75399999999718"
"4pc_021","Default","0.650318343553435","AUC","75.0270000000019"
"4pc_021","Default","0.155042446102343","COR","75.0270000000019"
"4pc_021","Down-sample","0.88465800595728","AUC","7.84899999999834"
"4pc_021","Down-sample","0.845744670165444","COR","7.84899999999834"
"4pc_021","Weighted","0.615517878896059","AUC","169.119999999999"
"4pc_021","Weighted","0.154124660349829","COR","169.119999999999"
"4pc_021","ranger","0.905784346858421","AUC","5.25700000000143"
"4pc_021","ranger","0.833382254235093","COR","5.25700000000143"
"4pc_021","ranger-tuned","0.895297915210324","AUC","107.654999999999"
"4pc_021","ranger-tuned","0.735080973326407","COR","107.654999999999"
