"species","model","value","metric","time"
"4pc_029","Regression","0.608371722725386","AUC","680.643"
"4pc_029","Regression","0.0808755103323718","COR","680.643"
"4pc_029","Equal-sample","0.715392320307024","AUC","4.39500000000044"
"4pc_029","Equal-sample","0.553521618530038","COR","4.39500000000044"
"4pc_029","Default","0.584433889724362","AUC","104.246999999999"
"4pc_029","Default","0.0756963681267737","COR","104.246999999999"
"4pc_029","Down-sample","0.697757061493343","AUC","8.89600000000064"
"4pc_029","Down-sample","0.487612108230745","COR","8.89600000000064"
"4pc_029","Weighted","0.612243550922349","AUC","329.596999999998"
"4pc_029","Weighted","0.0754551821381569","COR","329.596999999998"
"4pc_029","ranger","0.778242094733906","AUC","4.54999999999927"
"4pc_029","ranger","0.76113562915302","COR","4.54999999999927"
"4pc_029","ranger-tuned","0.77095026503991","AUC","110.582000000002"
"4pc_029","ranger-tuned","0.784930447485587","COR","110.582000000002"
