"species","model","value","metric","time"
"4pc_056","Regression","0.829509885680186","AUC","671.330999999998"
"4pc_056","Regression","0.197202232282984","COR","671.330999999998"
"4pc_056","Equal-sample","0.912089290502176","AUC","3.32600000000093"
"4pc_056","Equal-sample","0.863694550508251","COR","3.32600000000093"
"4pc_056","Default","0.721385956853438","AUC","84.5199999999968"
"4pc_056","Default","0.18609482234282","COR","84.5199999999968"
"4pc_056","Down-sample","0.909929529288374","AUC","8.38400000000547"
"4pc_056","Down-sample","0.853248310242561","COR","8.38400000000547"
"4pc_056","Weighted","0.667014222945951","AUC","249.135000000002"
"4pc_056","Weighted","0.178531640827163","COR","249.135000000002"
"4pc_056","ranger","0.947056524430636","AUC","5.77899999999499"
"4pc_056","ranger","0.937619553920424","COR","5.77899999999499"
"4pc_056","ranger-tuned","0.945646748759277","AUC","114.252"
"4pc_056","ranger-tuned","0.838879228512223","COR","114.252"
