"species","model","value","metric","time"
"4pc_084","Regression","0.719859053159438","AUC","679.277000000002"
"4pc_084","Regression","0.110395213000704","COR","679.277000000002"
"4pc_084","Equal-sample","0.818040859192328","AUC","4.23700000000827"
"4pc_084","Equal-sample","0.683587075041244","COR","4.23700000000827"
"4pc_084","Default","0.646050092210376","AUC","104.43299999999"
"4pc_084","Default","0.0990994363314017","COR","104.43299999999"
"4pc_084","Down-sample","0.827642188754299","AUC","8.45799999999872"
"4pc_084","Down-sample","0.673577811754744","COR","8.45799999999872"
"4pc_084","Weighted","0.645555515617683","AUC","298.247999999992"
"4pc_084","Weighted","0.111022178537457","COR","298.247999999992"
"4pc_084","ranger","0.901781328253239","AUC","5.18899999999849"
"4pc_084","ranger","0.911465506595341","COR","5.18899999999849"
"4pc_084","ranger-tuned","0.894443899139094","AUC","104.163"
"4pc_084","ranger-tuned","0.882225367206916","COR","104.163"
