"species","model","value","metric","time"
"4pc_034","Regression","0.719873089070064","AUC","845.584000000003"
"4pc_034","Regression","0.18531156654593","COR","845.584000000003"
"4pc_034","Equal-sample","0.925129861801512","AUC","2.44100000000253"
"4pc_034","Equal-sample","0.912102118115699","COR","2.44100000000253"
"4pc_034","Default","0.692253933781118","AUC","82.1460000000006"
"4pc_034","Default","0.173905076686041","COR","82.1460000000006"
"4pc_034","Down-sample","0.923802980436906","AUC","8.38900000000285"
"4pc_034","Down-sample","0.90985355671466","COR","8.38900000000285"
"4pc_034","Weighted","0.660508491215841","AUC","191.196"
"4pc_034","Weighted","0.202368842561621","COR","191.196"
"4pc_034","ranger","0.934213273698062","AUC","4.94700000000012"
"4pc_034","ranger","0.903212452913476","COR","4.94700000000012"
"4pc_034","ranger-tuned","0.922009167514562","AUC","101.668999999998"
"4pc_034","ranger-tuned","0.808927579202579","COR","101.668999999998"
