"species","model","value","metric","time"
"4pc_077","Regression","0.87578300280237","AUC","700.976999999999"
"4pc_077","Regression","0.183256804216944","COR","700.976999999999"
"4pc_077","Equal-sample","0.940811940602298","AUC","1.5679999999993"
"4pc_077","Equal-sample","0.913399720137265","COR","1.5679999999993"
"4pc_077","Default","0.681447590104889","AUC","66.4669999999896"
"4pc_077","Default","0.158557496414682","COR","66.4669999999896"
"4pc_077","Down-sample","0.94332487477464","AUC","7.22099999999045"
"4pc_077","Down-sample","0.913364959815453","COR","7.22099999999045"
"4pc_077","Weighted","0.632887884176235","AUC","128.24500000001"
"4pc_077","Weighted","0.172013579713841","COR","128.24500000001"
"4pc_077","ranger","0.953096649269827","AUC","5.1820000000007"
"4pc_077","ranger","0.947281868654754","COR","5.1820000000007"
"4pc_077","ranger-tuned","0.946179030596654","AUC","98.4370000000054"
"4pc_077","ranger-tuned","0.943555006827561","COR","98.4370000000054"
