"species","model","value","metric","time"
"4pc_079","Regression","0.747690282646428","AUC","546.035000000003"
"4pc_079","Regression","0.156733697972747","COR","546.035000000003"
"4pc_079","Equal-sample","0.830465284821963","AUC","1.40499999999884"
"4pc_079","Equal-sample","0.794224651733102","COR","1.40499999999884"
"4pc_079","Default","0.59946681201216","AUC","72.0469999999914"
"4pc_079","Default","0.153865657454371","COR","72.0469999999914"
"4pc_079","Down-sample","0.828757160157003","AUC","7.39400000000023"
"4pc_079","Down-sample","0.790282718907484","COR","7.39400000000023"
"4pc_079","Weighted","0.587959244814748","AUC","184.457999999999"
"4pc_079","Weighted","0.162718418029558","COR","184.457999999999"
"4pc_079","ranger","0.790404110858465","AUC","5.17900000000373"
"4pc_079","ranger","0.726066260646201","COR","5.17900000000373"
"4pc_079","ranger-tuned","0.791698303217997","AUC","100.919999999998"
"4pc_079","ranger-tuned","0.681847301288795","COR","100.919999999998"
