"species","model","value","metric","time"
"4pc_031","Regression","0.586935855784605","AUC","597.059999999998"
"4pc_031","Regression","0.112245418247547","COR","597.059999999998"
"4pc_031","Equal-sample","0.678250753427085","AUC","2.4429999999993"
"4pc_031","Equal-sample","0.533017940177305","COR","2.4429999999993"
"4pc_031","Default","0.556930430692598","AUC","97.4480000000003"
"4pc_031","Default","0.108111730388302","COR","97.4480000000003"
"4pc_031","Down-sample","0.683610016230375","AUC","8.47999999999956"
"4pc_031","Down-sample","0.545974182646509","COR","8.47999999999956"
"4pc_031","Weighted","0.557647415207525","AUC","269.251999999997"
"4pc_031","Weighted","0.149854512735241","COR","269.251999999997"
"4pc_031","ranger","0.704948203441431","AUC","5.61100000000079"
"4pc_031","ranger","0.641993391117658","COR","5.61100000000079"
"4pc_031","ranger-tuned","0.717393120637014","AUC","115.093000000001"
"4pc_031","ranger-tuned","0.654619282460752","COR","115.093000000001"
