"species","model","value","metric","time"
"4pc_065","Regression","0.840418241719229","AUC","786.817000000003"
"4pc_065","Regression","0.218932544482331","COR","786.817000000003"
"4pc_065","Equal-sample","0.914303163245074","AUC","1.16700000000128"
"4pc_065","Equal-sample","0.88129440950961","COR","1.16700000000128"
"4pc_065","Default","0.673825759157843","AUC","61.7030000000013"
"4pc_065","Default","0.212461805074456","COR","61.7030000000013"
"4pc_065","Down-sample","0.910755542270591","AUC","7.40499999999884"
"4pc_065","Down-sample","0.861808572129092","COR","7.40499999999884"
"4pc_065","Weighted","0.613597620191318","AUC","97.0400000000009"
"4pc_065","Weighted","0.181947152814404","COR","97.0400000000009"
"4pc_065","ranger","0.926762666555302","AUC","5.11499999999796"
"4pc_065","ranger","0.89041192726791","COR","5.11499999999796"
"4pc_065","ranger-tuned","0.926689243870356","AUC","98.3650000000052"
"4pc_065","ranger-tuned","0.912469631916327","COR","98.3650000000052"
