"species","model","value","metric","time"
"4pc_068","Regression","0.864976576573842","AUC","355.979000000007"
"4pc_068","Regression","0.151990969480798","COR","355.979000000007"
"4pc_068","Equal-sample","0.886936609164269","AUC","0.42500000000291"
"4pc_068","Equal-sample","0.831775420265611","COR","0.42500000000291"
"4pc_068","Default","0.612014414650104","AUC","53.9170000000013"
"4pc_068","Default","0.15958371439627","COR","53.9170000000013"
"4pc_068","Down-sample","0.905088433133307","AUC","6.96700000000419"
"4pc_068","Down-sample","0.858425213981029","COR","6.96700000000419"
"4pc_068","Weighted","0.566352141809485","AUC","73.7890000000043"
"4pc_068","Weighted","0.140262581641097","COR","73.7890000000043"
"4pc_068","ranger","0.913358522962418","AUC","5.25"
"4pc_068","ranger","0.879981782519659","COR","5.25"
"4pc_068","ranger-tuned","0.914552801986467","AUC","97.2719999999972"
"4pc_068","ranger-tuned","0.84224426116716","COR","97.2719999999972"
