"species","model","value","metric","time"
"4pc_063","Regression","0.71196432993201","AUC","407.354999999996"
"4pc_063","Regression","0.124840935371563","COR","407.354999999996"
"4pc_063","Equal-sample","0.748544269677989","AUC","0.438000000001921"
"4pc_063","Equal-sample","0.678277452021731","COR","0.438000000001921"
"4pc_063","Default","0.551247940805227","AUC","52.8910000000033"
"4pc_063","Default","0.126714717039982","COR","52.8910000000033"
"4pc_063","Down-sample","0.766007767334207","AUC","6.74500000000262"
"4pc_063","Down-sample","0.722659506027743","COR","6.74500000000262"
"4pc_063","Weighted","0.52697674098681","AUC","72.073000000004"
"4pc_063","Weighted","0.0987265124604867","COR","72.073000000004"
"4pc_063","ranger","0.767091101527329","AUC","4.35299999999552"
"4pc_063","ranger","0.687289146960267","COR","4.35299999999552"
"4pc_063","ranger-tuned","0.754881559760488","AUC","101.462"
"4pc_063","ranger-tuned","0.690638678356363","COR","101.462"
