"species","model","value","metric","time"
"4pc_073","Regression","0.81935829166104","AUC","462.237999999998"
"4pc_073","Regression","0.190864577008182","COR","462.237999999998"
"4pc_073","Equal-sample","0.896408379510744","AUC","0.37599999998929"
"4pc_073","Equal-sample","0.753414783955451","COR","0.37599999998929"
"4pc_073","Default","0.595294823624852","AUC","49.4110000000073"
"4pc_073","Default","0.197776569443391","COR","49.4110000000073"
"4pc_073","Down-sample","0.896955156102191","AUC","6.17399999999907"
"4pc_073","Down-sample","0.792703605451335","COR","6.17399999999907"
"4pc_073","Weighted","0.573293580213522","AUC","50.8199999999924"
"4pc_073","Weighted","0.15115953267385","COR","50.8199999999924"
"4pc_073","ranger","0.882702311123126","AUC","4.93700000000536"
"4pc_073","ranger","0.716856814506587","COR","4.93700000000536"
"4pc_073","ranger-tuned","0.888430544668186","AUC","95.4309999999969"
"4pc_073","ranger-tuned","0.797369468330348","COR","95.4309999999969"
